hotelName,cityName,stars,price,countryName,address
Torre Cristoforo Colombo Suites Buenos Aires,Buenos Aires,4,85,Argentina,Fray Justo Santa Maria de Oro 2747
Torre San Jose Apartments Buenos Aires,Buenos Aires,2,75,Argentina,San José 747 Montserrat
Torrecillas SOHO Hotel & Spa,Buenos Aires,4,107,Argentina,Godoy Cruz 1655
Torres Del Yatch,Buenos Aires,3.5,233,Argentina,Av. Juana Manso 670
Tre Design Apartments,Buenos Aires,3,113,Argentina,Migueletes 1773
Trianon Residence Recoleta Buenos Aires,Buenos Aires,4,144,Argentina,Avenida Callao 1869
Tribeca Buenos Aires Apart,Buenos Aires,3,67,Argentina,Bartolome Mitre Street 1265
Tribeca Studios,Buenos Aires,3,63,Argentina,Bartolome Mitre 4284
Tritone Hotel Buenos Aires,Buenos Aires,3,82,Argentina,Maipu 657
Ulises Recoleta Suites,Buenos Aires,4,80,Argentina,Ayacucho 2016
Ultra Hotel,Buenos Aires,4,136,Argentina,Gorriti 4929
Unique Madero Hotel,Buenos Aires,4,68,Argentina,Chile 80
Uno Buenos Aires Suites,Buenos Aires,4,80,Argentina,Avenida Rivadavia 1944
Urbanica Suites,Buenos Aires,4,98,Argentina,Montaneses 2585
Vain Boutique Hotel,Buenos Aires,4,115,Argentina,Thames 2226/8
Vi Luz Y Entre Hostel Buenos Aires,Buenos Aires,2,12,Argentina,Mexico 2233 Congreso
Viamonte Suites Apart Hotel,Buenos Aires,4,65,Argentina,Viamonte 1373
Viasui Hotel,Buenos Aires,3,59,Argentina,Viamonte 960
Vicente Lopez Hotel,Vicente Lopez,4,99999,Argentina,Av. Libertador 902
Victory Hotel,Buenos Aires,3,63,Argentina,Maipu 880
Vida Baires Hotel,Buenos Aires,3,69,Argentina,Gallo 1483
Villa Isidro Hotel Boutique & Spa,San Isidro (Buenos Aires),3,172,Argentina,Av. del Libertador 15935
Villa Julia Buenos Aires,Buenos Aires,4,99999,Argentina,Av del libertador 16170
Vista Sol Buenos Aires,Buenos Aires,4,79,Argentina,Tucuman 451
Waldorf Hotel,Buenos Aires,3,75,Argentina,Paraguay 450
Wilton Palace Hotel,Buenos Aires,4,68,Argentina,Avenue Callao 1162/64
Yalumbraba,Buenos Aires,1,11,Argentina,San Luis 2908
Young and Stones Hotel Buenos Aires,Buenos Aires,4,99999,Argentina,Chile 851 San Telmo
Zentra Hotel,Buenos Aires,3,55,Argentina,Tucuman 2057
Zorzal Mane Petit Hotel,Buenos Aires,4,95,Argentina,Humerto Primo 775 San Telmo
Apart Hotel Via 51,La Plata (Argentina),3.5,99999,Argentina,Av.51 Nro 1162
Benevento Hotel,La Plata (Argentina),3,202,Argentina,Calle 2 #645 Esquina 45
Colonia Lodge Hostel,Colonia del Sacramento,2,30,Uruguay,Ruta 1 Km.172
Colonia Lofts,Colonia del Sacramento,1,122,Uruguay,Washington Barbot 132
Colonia Suite,Colonia del Sacramento,4,196,Uruguay,Lavalleja 169
Colony Park Plaza Unique Hotel,Colonia del Sacramento,5,122,Uruguay,Rambla de las Americas y Blanes
Costa Colonia Riverside Boutique Hotel,Colonia del Sacramento,4,108,Uruguay,Rambla Costanera esquina Torres garci­a y Pedro Figari
Days Inn Resort Casa Del Sol,Colonia del Sacramento,4,163,Uruguay,Ruta 1 Km. 170
Don Antonio Posada,Colonia del Sacramento,4,153,Uruguay,Ituizango 232
El Capullo,Colonia del Sacramento,3,143,Uruguay,18 De Julio 219
El Mirador Hotel & Spa,Colonia del Sacramento,4,173,Uruguay,Av. Roosevelt 381
El Viajero Hostel Suites Colonia,Colonia del Sacramento,2,99999,Uruguay,Washington Barbot 164
Hostel Colonial - General Flores,Colonia del Sacramento,2,17,Uruguay,Av General Flores 440
Hostel El Español,Colonia del Sacramento,2,16,Uruguay,Manuel Lobo 377
Hotel Ayres Colonia,Colonia del Sacramento,3,81,Uruguay,Avenida Artigas 149
Hotel Italiano,Colonia del Sacramento,3,122,Uruguay,Intendente Suarez 105 Esq. Manuel Lobo
Hotel Nirvana Resort & Spa,Nueva Helvecia,4,99999,Uruguay,Av. Batlle y Ordoñez
Hotel Posada Del Virrey,Colonia del Sacramento,4,99999,Uruguay,Calle de espana 217
Hotel Rivera,Colonia del Sacramento,2,86,Uruguay,Rivera 131
Hotel Sol Colonia,Colonia del Sacramento,3,76,Uruguay,Av. Artigas 377
Howard Johnson Inn Corregidor,La Plata (Argentina),4,99999,Argentina,6 n 1026
La Mision,Colonia del Sacramento,3,99999,Uruguay,Misiones de los Tapes 171
La Recompensa,Colonia del Sacramento,4,131,Uruguay,Ruta 21 - Km. 181
La Vigna,Juan Lacaze,2.5,99999,Uruguay,Ruta 51 km 120
Perla Del Plata Hotel,Colonia del Sacramento,3,94,Uruguay,Washington Barbot 121
Posada De Campo Gondwana,Colonia del Sacramento,4,194,Uruguay,Real de Vera
Posada Del Angel,Colonia del Sacramento,3,99999,Uruguay,Washington Barbot 59
Posada del Bosque,Colonia del Sacramento,2,81,Uruguay,Acevedo Diaz 1775
Posada Del Rio,Colonia del Sacramento,2,84,Uruguay,Washington Barbot 258
Posada El Viajero,Colonia del Sacramento,3,85,Uruguay,Florida 269 Barrio Historico
Radisson Hotel Colonia del Sacramento,Colonia del Sacramento,5,212,Uruguay,Washington Barbot 283
Sheraton Golf & Spa Resort Colonia del Sacramento,Colonia del Sacramento,5,168,Uruguay,Continuación de la Rambla de Las Américas
After Hotel,Montevideo,4,88,Uruguay,Arturo Prat 3755
Alvear,Montevideo,3,55,Uruguay,Yi 1372
Armon Suites Hotel,Montevideo,4,105,Uruguay,21 de Septiembre 2885
Arriba Hostel,Montevideo,1,18,Uruguay,Roque Graseras 739
Austral Hotel Montevideo,Montevideo,3,60,Uruguay,Hector Gutierrez Ruiz 1296
Balmoral Plaza Hotel,Montevideo,4,73,Uruguay,Plaza Cagancha 1126
Belmont House,Montevideo,5,174,Uruguay,Av. Rivera 6512
BEST WESTERN Pedro Figari,Montevideo,4,98,Uruguay,Rambla Republica De Mexico 6535
Boulevard Sarandi Hostel,Montevideo,1,14,Uruguay,Sarandi 405 esq Zabala
Cala di Volpe Boutique Hotel,Montevideo,4,105,Uruguay,Rambla Mahatma Gandhi y Parva Domus
Carrasco,Montevideo,1,99999,Uruguay,Azarola 2444
Casa Sarandi Guesthouse,Montevideo,3,80,Uruguay,Buenos Aires 558 3Rd Floor
Casino Oceania,Montevideo,2.5,99999,Uruguay,Mar Artico 1227
Charrua Rooms,Montevideo,2,51,Uruguay,Charrua 1930
Che Lagarto Hostel Montevideo,Montevideo,2,10,Uruguay,Calle Plaza Independencia 713
Continental Hotel Montevideo,Montevideo,3,72,Uruguay,Paraguay 1373
Crystal Palace Hotel Montevideo,Montevideo,4,75,Uruguay,Avenida 18 de Julio 1210
Days Inn Obelisco,Montevideo,4,91,Uruguay,1821 Acevedo Diaz Street
Don Boutique Hotel,Montevideo,4,145,Uruguay,Piedras 234
El Viajero Downtown Montevideo,Montevideo,2,15,Uruguay,Soriano 1073
El Viajero Hostel Ciudad Vieja,Montevideo,2,13,Uruguay,Ituzaingó 1436
Embajador,Montevideo,4,99999,Uruguay,San Jose 1212
Ermitage Hotel Montevideo,Montevideo,4,63,Uruguay,Juan Benito Blanco 783
Esplendor Cervantes Montevideo,Montevideo,4,109,Uruguay,Soriano 868
Estancia Finca Piedra,Mal Abrigo,2,99999,Uruguay,Ruta 23 km 125
Europa Hotel Montevideo,Montevideo,3,67,Uruguay,Colonia 1341
Four Points By Sheraton Montevideo,Montevideo,4,122,Uruguay,Ejido 1275
Four Seasons Resort Carmelo,Carmelo,5,99999,Uruguay,Ruta 21 km 262 Carmelo Dpto. de Colonia
Gran Hotel America,Montevideo,3,75,Uruguay,Rio Negro 1330 Bis
Hispano Hotel,Montevideo,3,69,Uruguay,Convencion 1317
Holiday Inn Montevideo,Montevideo,4,122,Uruguay,Colonia 823
Hostel Misiones,Montevideo,2,11,Uruguay,Misiones 1263
Hostel Montevideo Up,Montevideo,1.5,13,Uruguay,Riachuelo 175 Punta Carretas
Hosteria Del Lago,Montevideo,4,99999,Uruguay,Arizona 9637 Barra De Carrasco
Hotel Aramaya,Montevideo,2,40,Uruguay,Avenida 18 de Julio 1103
Hotel Arapey,Montevideo,2,39,Uruguay,Avenida Uruguay 925
Hotel Bahamas,Barra de Carrasco,3,73,Uruguay,Avenida al Parque Roosvelt al 900
Hotel California San Jose,Montevideo,3,60,Uruguay,San Jose 1237
Hotel Cottage,Montevideo,4,121,Uruguay,Miraflores 1360
Hotel Escuela Kolping,Montevideo,3,112,Uruguay,Boulevard Gral. Jose G. Artigas 2714
Hotel Iberia,Montevideo,2,58,Uruguay,Maldonado 1097
Hotel Klee,Montevideo,3,99999,Uruguay,san jose 1303 uruguay
Hotel Oriental,Santa Lucia,2,99999,Uruguay,Boulevard Battle y Ordoñez 99
Hotel Plaza Fuerte,Montevideo,4,102,Uruguay,Bartolome Mitre 1361
Hotel Urban Express,Montevideo,3,70,Uruguay,Andes 1491
Ibis Montevideo,Montevideo,3,83,Uruguay,Calle La Cumparsita 1473 Rambla República Argentina
InterCity Premium Montevideo,Montevideo,4,84,Uruguay,Ibiray 2398 Esq Echeverria Punta Carretas
La Puerta Negra Hotel,Montevideo,1,99999,Uruguay,Durazno 1525 esq. Salto
La Rochelle Hotel,Montevideo,2,99999,Uruguay,Avenida Daniel Fernandez Crespo 1714
Lafayette Hotel Montevideo,Montevideo,4,72,Uruguay,Soriano 1170
Lancaster Hotel Montevideo,Montevideo,3,64,Uruguay,Plaza De Cagancha 1334
Laperez B&B,Montevideo,2,51,Uruguay,Perez Castellanos 1381
Le Biblo Hotel Boutique,Montevideo,3,401,Uruguay,Ilaria 6700
London Palace,Montevideo,4,78,Uruguay,Rio Negro 1278
Los Angeles Hotel Montevideo,Montevideo,2,48,Uruguay,Avenida 18 De Julio 974
Marti Apart Hotel,Montevideo,2,109,Uruguay,Jose Martí 3325
Mediterraneo Hotel Montevideo,Montevideo,3,57,Uruguay,Paraguay 1486
Montevideo Port Hostel,Montevideo,2.5,18,Uruguay,Bartolome Mitre 1535
My Suites,Montevideo,4,126,Uruguay,Benito Blanco 674 esquina 21 de sityembre
NH Columbia,Montevideo,4,100,Uruguay,Rambla Gran Bretana 473
Oxford Hotel Montevideo,Montevideo,3,75,Uruguay,Paraguay 1286
Palermo Art Hostel,Montevideo,1.5,15,Uruguay,Gaboto 1010
Palladium Hotel Montevideo,Montevideo,4,109,Uruguay,Tomas de Tezanos 1146 Puerto del Buceo
Planet Montevideo Hostel,Montevideo,2,14,Uruguay,Canelones 1095
Pocitos Hostel,Montevideo,1,99999,Uruguay,Sarmiento 2641
Pocitos Plaza Hotel,Montevideo,4,83,Uruguay,Benito Blanco 640
Posada Al Sur,Montevideo,1.5,15,Uruguay,Perez Castellano 1424
Punta Trouville ApartHotel Montevideo,Montevideo,4,108,Uruguay,Francisco Vidal 726
Punta Trouville Suites,Montevideo,3,108,Uruguay,Juan María Pérez 2957
Punto Berro Hostel,Montevideo,2,18,Uruguay,Pedro Francisco Berro 1320 - Playa Pocitos
Radisson Montevideo Victoria Plaza Hotel,Montevideo,5,141,Uruguay,Plaza Independencia 759
Red Hostel Montevideo,Montevideo,2,18,Uruguay,San José 1406
Regency Golf Hotel,Montevideo,4,137,Uruguay,2473 Fco. Solano García St.
Regency Rambla Design Apart Hotel,Montevideo,4,141,Uruguay,Rambla Rep. de Mexico 6079
Regency Suites Hotel-Montevideo,Montevideo,5,126,Uruguay,Gabriel Otero 6428
Regency Zonamerica Hotel,Montevideo,4,115,Uruguay,Route 8 - Kmt. 17 - Jacksonville
Richmond Hotel,Montevideo,2,60,Uruguay,San Jose 1034
Sheraton Montevideo Hotel,Montevideo,5,194,Uruguay,Calle Victor Solino 349
Sofitel Montevideo Casino Carrasco & Spa,Montevideo,3,99999,Uruguay,Rambla Republica de Mexico s n 6451
Splendido Hotel Montevideo,Montevideo,2,99999,Uruguay,Bartolomé Mitre 1314
Sur Hotel,Montevideo,2,67,Uruguay,Maldonado 1098 Esq. Paraguay
Tres Cruces Hotel Montevideo,Montevideo,3,43,Uruguay,Miguelete 2356 and Acevedo Diaz
Tryp Montevideo,Montevideo,4,142,Uruguay,R Hector Miranda 2361 Punta Carretas
Una Noche Mas B & B Montevideo,Montevideo,3,47,Uruguay,Patria 712 App. 2
Unplugged Hostel Pocitos,Montevideo,2.5,68,Uruguay,Luis de la Torre 930
Unplugged Hostel Suites Centro,Montevideo,2,15,Uruguay,Colonia 2063
Willy Fog Hostel,Montevideo,2,15,Uruguay,Maldonado 977
Apart Hotel Beira Mar,Maldonado,3,99999,Uruguay,Ruta 10 Parada 42 Mansa
Apart Tupungato,Atlántida,2,99999,Uruguay,Guayabo y Ciruelo de Japon
Argentino Hotel Casino Piriapolis,Piriapolis,4,99999,Uruguay,Rambla De Los Argentinos
Casa Picaflor,Jaureguiberry,2,99999,Uruguay,Interbalnearia km 77.5
Club Hotel Casapueblo,Punta Ballena,4,169,Uruguay,Ruta Panorámica
Dunas Del Este,Piriapolis,3,99999,Uruguay,11 Y 12 De Punta Colorada
El Viejo Convento,Ciudad de la Costa,2.5,99999,Uruguay,Santa Paula M:198 S:10
Hosteria Fortin De Santa Rosa,Atlántida,2,91,Uruguay,Av. Santa Rosa de Lima s/n
Hosteria Puerto Del Ingles,Piriapolis,3,74,Uruguay,Zabala y Celedonio Rojas
Hotel Argentina,Atlántida,3,99999,Uruguay,Calle 11 Y 24
Hotel Art & Spa Las Cumbres,Punta Ballena,4,304,Uruguay,Ruta nacional N° 12 Km. 3.5 Laguna del Sauce
Hotel Del Lago,Punta Ballena,5,151,Uruguay,Costanera Laguna Del Sauce Ruta Interbalnearia Km 116
Hotel Genoves,Piriapolis,3,96,Uruguay,Rambla de los Argentinos 1050
Hotel La Ballena,Punta Ballena,2,99999,Uruguay,Interbalnearia km 119.50
Hotel Munday - Atlantida,Atlántida,1,60,Uruguay,Calle 24 y 1
Hotel Ocean Piriapolis,Piriapolis,3,91,Uruguay,Gregorio Sanabria 1009
Hotel Playa Grande,Piriapolis,1,99999,Uruguay,Rambla De Los Argentinos S/N
Hotel Posada Del Lago,Punta Ballena,3,89,Uruguay,Ruta 12 km. 2.5 Laguna del Sauce
Hotel Rex,Piriapolis,3,99999,Uruguay,Manuel Freire 968
Hotel Ricadi,Piriapolis,4,82,Uruguay,Pasaje Superior Piria entre Suipacha y Junin
Hotel Tamariz,Piriapolis,3,113,Uruguay,Salta 933 entre Av fco Piria
Hotel Terraza Del Mar,Punta Ballena,4,99999,Uruguay,Ruta Interbalnearia km 118
Hotel Y Posada La Chihuahua,Chihuahua (Uruguay),3,99999,Uruguay,La Guenoa S/n
La Cumbre,Piriapolis,2,99999,Uruguay,Atanasio Sierra 893
La Salamora Eco Ranch,Minas,4,153,Uruguay,Ruta 60 Km 42.900
Laderas Del Cerro Cabana Y Apartamento,Piriapolis,2.5,99999,Uruguay,Las Piedras y Zolezzi
Paradise Complejo Turistico,Atlántida,3,99999,Uruguay,Rambla y Calle 10
Paradise Gay Friendly Hotel and Resort,Chihuahua (Uruguay),5,301,Uruguay,Ruta Interbalnearia km 115
Posada Aldila,Punta Ballena,4,99999,Uruguay,Km 120 Rinconada Alta
Posada De Mis Padres,La Floresta (Uruguay),2,91,Uruguay,33 y Mackionnon
San Remo Terrazas Hotel,Piriapolis,3,99999,Uruguay,Pasaje Superior De La Av Francisco Piriá
Solanas Punta Del Este Spa & Resort,Punta Ballena,4,131,Uruguay,Ruta Interbalnearia Km 118.5
Sugar Loaf Ocean Club & Spa,Piriapolis,3.5,270,Uruguay,Ruta 73 entre Ruta 37 y Camino Vecinal
Ajax Hotel Punta del Este,Punta del Este,3,80,Uruguay,Parada 2 y Br. Gral. Artigas
Alhambra Hotel Punta del Este,Punta del Este,3,72,Uruguay,Calle 28 entre Avenida Gorlero y calle 24
Aloe Village Apart Hotel,La Paloma,3,67,Uruguay,Calle 63 esq. 59
Aqua Hotel Punta del Este,Punta del Este,3,73,Uruguay,Calle 20 El Remanso N 877
Aquarium Hotel Punta Del Este,Punta del Este,3,71,Uruguay,Calle 9 y 10
Awa Boutique and Design Hotel,Punta del Este,4,142,Uruguay,Avenida Pedragosa Sierra y San Ciro
Backpacker De La Barra,La Barra,1.5,99999,Uruguay,Calle 9
Baie des Anges Apart Hotel,Punta del Este,4,163,Uruguay,Rambla Costanera Parada 27 Pinares
Barra Brava Casa de Mar Hotel Punta del Este,Punta del Este,5,174,Uruguay,Ruta 10 Km La Barra
Barradas Parque Hotel,Punta del Este,4,103,Uruguay,RIo Branco esq. Francia (Parada 9 Playa Mansa)
BEST WESTERN La Foret,Punta del Este,4,95,Uruguay,Calle La Foret Y Pascual Gattas Parada 6 Moya Mansa
Bonne Etoile Hotel,Punta del Este,3,78,Uruguay,Calle 20 casi 25
Casa Suaya,José Ignacio,4,99999,Uruguay,Ruta 10 Km 185.5
Champagne Hotel Punta del Este,Punta del Este,3,99999,Uruguay,Gorlero 828 Esquina Calle 27
Conrad Resort and Casino Punta del Este,Punta del Este,5,188,Uruguay,Parada 4
Days Inn Brava,Punta del Este,3,112,Uruguay,Los Meros 590
Days Inn Punta del Este,Punta del Este,2,95,Uruguay,Rambla Williman s/n Parada 3
Departamento Tiburon II,Punta del Este,3.5,255,Uruguay,Parada 7
El Viajero Brava Beach Hostel & Suites,Punta del Este,2,16,Uruguay,Av. Francia y Charrua
El Viajero Hostel Manantiales,Punta del Este,2,99999,Uruguay,Ruta 10 Km 164
El Viajero La Pedrera Hostel & Suites,La Pedrera,2,80,Uruguay,Calle 11 y Calle 13
Estancia Vik Jose San Ignacio Hotel Punta del Este,Punta del Este,0,497,Uruguay,Balnerario José Ignacio
Esturion De Montoya,Punta del Este,2,99999,Uruguay,Ruta 10 Km 161500 Playa Montoya
Golden Beach Resort And Spa,Punta del Este,4,68,Uruguay,Calle 24 Esquina Calle 29
Hostal De La Barra - La Barra,La Barra,3,72,Uruguay,Ruta 10 - Km 161.300
Hostal de la Candelaria,Punta del Este,3,102,Uruguay,Puerto de la Candelaria y Luis Extremera
Hostel Ibirapita,La Paloma,2,42,Uruguay,Av. Paloma
Hostel Oceanico,La Paloma,3,99999,Uruguay,Rambla Botavara S/N - Playa Zanja Honda
Hotel Amsterdam Punta Del Este,Punta del Este,3,86,Uruguay,El Foque 759
Hotel Camelot,Punta del Este,3,84,Uruguay,Avenida Pedragosa Sierra
Hotel Concorde - La Salina,Punta del Este,3,85,Uruguay,La Salina Y Gorlero N° 717
Hotel Don Pepe,Punta del Este,4,99999,Uruguay,Br. Artigas & Dr. Mario A. Scasso Pda. 14
Hotel El Medano,Punta del Este,3,107,Uruguay,Av. Alonsopérez y La Paloma
Hotel Fasano Las Piedras,La Barra,5,717,Uruguay,Cno. Cerro Egusquiza y Paso del Barranco
Hotel Florinda,Punta del Este,3,69,Uruguay,Calle 27 S/N
Hotel La Bluette,Punta del Este,4,122,Uruguay,Parada 49 De La Barra
Hotel La Tuna,La Paloma,2,58,Uruguay,Neptuno y Luna
Hotel LAuberge Punta del Este,Punta del Este,3,134,Uruguay,Parada 19 De La Brava
Hotel Los Pinos Maldonado,Maldonado,3,105,Uruguay,Camino a La Laguna PDA 25 Y Orquideas
Hotel Milano Punta Del Este,Punta del Este,2,67,Uruguay,Calle 24 Nº 880 entre 28 y 29
Hotel Playa Brava,Punta del Este,3,102,Uruguay,Calle 27 Esq 24
Hotel Porto Bari,Punta del Este,3,82,Uruguay,Necochea E Ipanema
Hotel Portobello,La Paloma,3,70,Uruguay,Tres Marías Esquina Foque
Hotel Puertas Del Sol,La Paloma,2,99999,Uruguay,Calle Delfin casi Aries
Hotel Remanso,Punta del Este,4,111,Uruguay,Calle 20 El Remanso Esquina 28 y 29
Hotel Terrazas De Costa Azul,La Paloma,3,124,Uruguay,Balneario Costa Azul
Hotel Yeruti,La Paloma,3,73,Uruguay,Grulla entre Aries y Acuario
Il Belvedere Apart Hotel Punta Del Este,Punta del Este,4,142,Uruguay,Rambla Battle Pacheco Parada 29
Joan Miro Hotel,Punta del Este,3,81,Uruguay,Naciones Unidas y Selva Negra Parada 11
Josephine Boutique Hotel,Punta del Este,3,111,Uruguay,Av Republica Argentina Entre Roosvelt y Fort Waine
La Capilla,Punta del Este,3,126,Uruguay,Viña del Mar y Valparaíso
La Posta Del Cangrejo,Punta del Este,4,122,Uruguay,Los Remansos Eduardo Vistor Haedo
La Quinta Eco Hostel & Club,La Barra,2,25,Uruguay,Calle 19 s/n esq Calle 24- El Tesoro
La Solana Boutique Hotel,Maldonado,4,99999,Uruguay,Ruta Interbalnearia km 118
La Viuda De Jose Ignacio,José Ignacio,4,99999,Uruguay,Arenas de Jose Ignacio
Las Dunas Hotel & Spa De Mar,La Barra,4,99999,Uruguay,Ruta 10 Km 163 Playa De Manantiales
Las Eduardas,La Paloma,3,113,Uruguay,Rambla Costanera - Playa La Anaconda
Lete Club Hotel,Punta del Este,3,99999,Uruguay,Ruta 10 km 128.500 Punta Ballena
Mantra Resort Spa & Casino Punta Del Este,Punta del Este,5,234,Uruguay,Ruta 10 Parada 48 Av Jaureguiberry y Ante Millat La Barra
Parque Hotel Jean Clevers,Punta del Este,5,99999,Uruguay,Budapest Y Villa Princesa Bulevar Artigas Parada 7
Pelicano Surf Club,La Barra,3,99999,Uruguay,La Barra
Piccola Marina Hotel,La Paloma,3,72,Uruguay,Av. del Navío s/n y calle 14
Posada Azul Marino,José Ignacio,4,99999,Uruguay,Ruta 10 Km 185
Posada De Los Pajaros,Punta del Este,4,132,Uruguay,Calle 10 Esq. 5 Ruta 10 Parada 48
Posada De Piedra,Punta del Este,3,99,Uruguay,Ruta 10 Km 165
Posada Del Barco,La Pedrera,2,99999,Uruguay,Frente a la Playa del Barco
Posada Kryon,Punta del Este,1,178,Uruguay,Ruta 10 - Parada 49
Posada San Diego,Punta del Este,3,97,Uruguay,Av. San Pablo esquina St Andrew
Posada Villa Roma,Punta del Este,4,282,Uruguay,Los Tilos y Las Azaleas -Parque Golf
Principe Hotel Punta del Este,Punta del Este,3,99999,Uruguay,Calle 20 No 938
Puerto las Palmas,Punta del Este,2,56,Uruguay,Calle 8 828
Red Wind Bed & Breakfast Punta Del Este,Punta del Este,3,99999,Uruguay,San Pablo y Las Magnolias
Rincon Del Este,Punta del Este,4,127,Uruguay,Avenida Circunvalación Gabriela Mistral - Parada 22 playa Brava
Salto Grande Hotel,Punta del Este,2,99999,Uruguay,Av Italia Parada 3
San Fernando,Punta del Este,3,99999,Uruguay,Calle Las Focas entre 18 y 20
San Marcos Hotel Punta del Este,Punta del Este,4,35,Uruguay,Av. Mar Del Plata 191 Barrio San Rafael
San Martin Hotel Punta del Este,Punta del Este,3,71,Uruguay,Calle 24 Y Calle 23
San Remo Punta Hotel,Punta del Este,2,81,Uruguay,En Familia Esq Av Italia
Serena Hotel Punta Del Este,Maldonado,4,383,Uruguay,Rambla William Parada 24
SF Plaza Hotel,Maldonado,3,89,Uruguay,18 de julio esquina 25 de mayo
Shelton Hotel,Punta del Este,3,48,Uruguay,Calle 31 Y Av Gorlero
Sotavento Apartment Hotel,La Paloma,2,70,Uruguay,Los Botes Beach
The Smalleast Hotel,Punta del Este,3,70,Uruguay,sotileza 718
Uy Sunset Beach Hotel,Punta del Este,3,133,Uruguay,Rambla Williman Parada 3
Uy! Punta Hostel,La Barra,1.5,99999,Uruguay,Antiguo Camino Eguzquiza entre calle 19 y calle 1
Veritas,Punta del Este,3,149,Uruguay,Ma. Eugenia Vaz Ferreira c/ Amazonas
Victoria Fields Hotel & Resort,La Barra,4,177,Uruguay,Camino Al Golf km 2
Villa De Mar Hotel,La Barra,3,131,Uruguay,Calle De Las Estrellas Y El Mar
Villa Miranda,La Barra,2,91,Uruguay,Calle 13
Zen Boutique Apart Hotel,La Paloma,4,103,Uruguay,Calle Botavara Playa Anaconda
El Diablo Tranquilo Hostel,Punta del Diablo,1.5,18,Uruguay,Avenda Central s/n
El Diablo Tranquilo Playa Suites,Punta del Diablo,2,18,Uruguay,4842 Camino Costanera
Hostel La Casa De las Boyas,Punta del Diablo,1.5,99999,Uruguay,Calle 5 (Las Corvinas) Playa del Rivero
Hotel Terrazas De La Viuda,Punta del Diablo,2,115,Uruguay,Calle del Indio
Posada Rocamar,Punta del Diablo,3,102,Uruguay,Calle 5
Pueblo Arriba Hostel,Punta del Diablo,3,28,Uruguay,Calle 9 y 20 - Angostura
Unplugged Hostel Punta Del Diablo,Punta del Diablo,2,81,Uruguay,Calle No. 9 Y Esq. 10
18 On Kloof Bed & Breakfast Gordons Bay,Gordons Bay,4,69,South Africa,18 Kloof Road
185 Beach Road Villa and Apartments Gordons Bay,Gordons Bay,3,99999,South Africa,185 Beach Road
20 Protea Place Guest House,Gordons Bay,5,139,South Africa,20 Protea Drive
26 Sunset Avenue Llandudno,Cape Town,5,652,South Africa,26 Sunset Avenue Llandudno
3Flavours Guest House,Pringle Bay,4,99999,South Africa,Farm Hangklip 74 Clarence Drive (R44)
4 Heaven Guesthouse,Somerset West,4,102,South Africa,Helderberg College Road 207
40 Winks Accommodation Somerset West,Somerset West,3,21,South Africa,30 Quinan Road Westridge
Aandkoor Bettys Bay Guesthouse,Bettys Bay,3.5,99999,South Africa,5406 Lachanalia Rd.
Africa Lodge Bed & Breakfast Somerset West,Somerset West,4,69,South Africa,39 Stellenberg Road
African Aviator Guest House Cape Town,Cape Town,4,99999,South Africa,9 Claassen Street Strand
African Dreams,Somerset West,4,131,South Africa,13 Fraser Road Fairview Heights
African Queen,Cape Town,4,49,South Africa,11 Wolf Power Close Noordhoek
African Violet Guest Suites Cape Town,Cape Town,4,60,South Africa,12 Mauritius Crescent Capri Village Noordhoek
Afton Grove Country Retreat,Cape Town,4,85,South Africa,Chapmans Peak Road (M6)
Albatross Guesthouse Simons Town,Simons Town,4,105,South Africa,37 Victory Way Simons Kloof
AlphaBed B&B,Somerset West,4,73,South Africa,Prospect Avenue
Amblewood Guest House Cape Town,Cape Town,4,72,South Africa,43 Skaife Street Hout Bay
Apricot Gardens Guesthouse Gordons Bay,Gordons Bay,4,114,South Africa,Off Sir Lowrys Pass Road N2
Art Gallery Guest House Thandekayo Cape Town,Cape Town,4,54,South Africa,14 Lusia Way Hout Bay
Ascot Gardens Self Catering Accommodation Cape Town,Cape Town,3,42,South Africa,8 Eksteen Avenue Bergvliet
Atlantic View Gordons Bay,Gordons Bay,5,234,South Africa,33 Protea Drive
Avignon Guest House Gordons Bay,Gordons Bay,4,99999,South Africa,7 Beach Road
aVue Guesthouse Cape Town,Cape Town,3,64,South Africa,17 Uitzig Drive
Bay Breeze Guesthouse Cape Town,Cape Town,4,99999,South Africa,1 Sentinel Close
Bayside Suites Apartments Cape Town,Cape Town,5,99999,South Africa,12 Simonstown Rd Fish Hoek
Bayview Lodge,Cape Town,4,58,South Africa,19 Luisa Way Hout Bay
Beach Haven,Cape Town,4,582,South Africa,59 Fourth Beach Clifton
Beach Penthouse,Cape Town,3,132,South Africa,44 Main Road Hout Bay
Berg en Zee Guesthouse Gordons Bay,Gordons Bay,4,91,South Africa,135 Beach Road
Bezweni Lodge,Somerset West,4,180,South Africa,Knorhoek Estate Farm 9 Sir Lowry’s Pass Village
Big 6 Guesthouse Somerset West,Somerset West,4,99999,South Africa,Paul-Kruger-Weg 20
Blaauwheim Guesthouse,Somerset West,5,95,South Africa,22 Bakkerskloof Road
