hotelName,cityName,stars,price,countryName,address
Fafa Island Resort,NukuAlofa,3,172,Tonga,Fafa Island PO Box 1444
International Dateline Hotel,NukuAlofa,3,99999,Tonga,P.O.Box 39 Vuna Road
Kava Palm Guesthouse NukuAlofa,NukuAlofa,2,99999,Tonga,Taufaa ahau Road
Lagoon Lodge Nuku‘alofa,NukuAlofa,3,99,Tonga,Umusi Road Fanga’uta Lagoon Ma’ufanga
Likualofa Beach Resort,Kanokupolu,3,105,Tonga,Private Bag No.2
Little Italy Hotel NukuAlofa,NukuAlofa,5,152,Tonga,P.O.Box 2891 Vuna Road Kolomotua
Loumaile Lodge,NukuAlofa,4,168,Tonga,Taufa’ahau Road
Nanisis Place,NukuAlofa,3,99999,Tonga,Vaha Akolo Road
Otuhaka Beach Resort,NukuAlofa,3,99999,Tonga,Po Box 374
Royal Sunset Island Resort,Atata Island,3,99999,Tonga,Atata Island
Seaview Lodge,NukuAlofa,0,99999,Tonga,Vuna Rd.
The Black Pearl Suites,NukuAlofa,4,173,Tonga,Vuna Road Sopu
Vakaloa Beach Resort,Kanokupolu,0,132,Tonga,Ikalahi Road PO Box 1913
Waterfront Lodge NukuAlofa,NukuAlofa,3,169,Tonga,Vuna Road Maufanga - P.O. Box 1001
Sandy Beach Resort Lotofoa,Lotofoa,4,149,Tonga,Haapai - Foa Island
Reef Resort Neiafu,Neiafu,4,99999,Tonga,Private Bag 11
Bibis Hideaway,Taveuni,1,99999,Fiji,Matei
Coconut Grove Beachfront Cottages,Taveuni,3,99999,Fiji,P.O.#9 Matei Taveuni Fiji Islands
First Light Inn,Waiyevo,1,99999,Fiji,P.O. Box 3
Garden Island Resort Waiyevo,Waiyevo,3,197,Fiji,PO Box 1
Karins Garden,Taveuni,2,99999,Fiji,Coastal Road Matei
Makaira by the Sea,Taveuni,2,99999,Fiji,Matei
Maqai Beach,Qamea,2,55,Fiji,Maqai Beach
Maravu Plantation Beach Resort & Spa Taveuni,Taveuni,5,299,Fiji,West Coast Road
Matangi Private Island Resort,Matagi Island,4,99999,Fiji,Matangi Island
Nakia Resort & Dive,Taveuni,3,99999,Fiji,PO Box 204
Paradise Resort Taveuni,Taveuni,4,298,Fiji,Vuna Road Southern Tavueni Taveuni Island Fiji Islands.
Qamea Resort And Spa Fiji,Qamea,4,570,Fiji,Pa Matei Taveuni
Taveuni Palms Resort,Taveuni,3.5,99999,Fiji,P.O. Box 51 Matei
Todranisiga,Taveuni,2,99999,Fiji,Matei Road Matei
Coconuts Beach Club,Apia,3,351,Samoa,South Coast Maninoa Village | PO Box 3684
Samoa Hideaway Beach,Upolu,3,81,Samoa,Matatufu
Seabreeze Resort,Upolu,3.5,256,Samoa,Paradise Cove Aufaga
Sinalei Reef Resort,Apia,4,332,Samoa,Siumu
Taufua Beach Fales,Apia,2.5,54,Samoa,Aleipata
Auga Seaside Resort,Asau,2,99999,Samoa,PO Box 3272
Le Vasa Resort,Upolu,0,126,Samoa,Cape Fatuosofia Main West Coast Road
Lusias Lagoon Chalets,Salelologa,3,45,Samoa,South Coast Road
Savaii Lagoon Resort,Savaii,0,173,Samoa,Coast Road Fagamalo
Stevensons At Manase,Savaii,2.5,99999,Samoa,Manase Village
The Savaiian Hotel,Salelologa,3,99999,Samoa,P.O.Box 7009
Vacations Beach Fales,Savaii,2.5,99999,Samoa,Manase
Aggie Greys Hotel,Apia,3,201,Samoa,PO Box 67
Aggie Greys Lagoon Beach Resort & Spa,Apia,4,247,Samoa,Mulifanua Ferry Terminal Pier PO Box 3267
Amanaki Hotel,Apia,3,107,Samoa,Beach Road Sogi
Insel Fehmarn Hotel,Apia,3,112,Samoa,Cross Island Road
Le Manumea Hotel,Apia,4,137,Samoa,Vailima
LeUaina Seaside Resort,Upolu,2,137,Samoa,Faleapuna
Orator Hotel,Apia,3,130,Samoa,Tanumapua Village Alafaalava Road
Princess Tui Inn Apia,Apia,2,99999,Samoa,1 Vaiala Beach Road PO Box 9590
Sa Moana Resort,Apia,3,99999,Samoa,Salamumu Beach PO Box 3450
Samoa Marina Hotel,Apia,2,99999,Samoa,Beach Road Matautu-tai
Samoan Outrigger Hotel,Apia,1,31,Samoa,Cross Island Road
Tanoa Tusitala Hotel,Apia,4,157,Samoa,Beach Road Sogi
The Mangrove Garden Restaurant & Accommodation,Apia,2,45,Samoa,Saanapu-Tai Road
Virgin Cove Resort,Upolu,2,99999,Samoa,Saanapu-TaiSaanapu Village
Aires Del Beagle Apart Hotel,Ushuaia,3,122,Argentina,17de Mayo nro 616
Albatros Hotel Ushuaia,Ushuaia,4,169,Argentina,Avenida Maipu 505
Alto Andino Hotel,Ushuaia,3,110,Argentina,Gobernador Paz 868
Altos Ushuaia,Ushuaia,2,122,Argentina,Luis Fernando Martial 1441
Apart Hotel Los Pinos,Ushuaia,2,99999,Argentina,Av. Magallanes 1519
Arwen Mesheken Apart Hotel,Ushuaia,1,101,Argentina,Salta 2451
Bahia Serena Apart Hotel,Ushuaia,3,117,Argentina,Juana Genoveva Fadul 254
Beagle Channel Hotel,Ushuaia,2,99999,Argentina,Maipu 547
Cabanas Bahia Cauquen,Ushuaia,3,99999,Argentina,Reinamora s/n
Cabanas Del Hain,Ushuaia,2,88,Argentina,De Los Vientos 2526
Cabanas Del Martial,Ushuaia,3,172,Argentina,Luis Martial 2135
Cabañas Hannus Ushuaia,Ushuaia,3,99999,Argentina,Leandro N. Alem 2950
Cabanas Portal del Glaciar,Ushuaia,1,107,Argentina,Aldo Motter 2511
Candelas De Ushuaia,Ushuaia,3,101,Argentina,Del Tolkeyen 783
Cilene del Faro Suites & Spa,Ushuaia,4,136,Argentina,Yaganes 74
Costa Ushuaia,Ushuaia,3,78,Argentina,Costa De Los Pajaros 1821
Cumbres Del Martial Villa Ushuaia,Ushuaia,4,243,Argentina,Luis F. Martial Km. 5
Del Glaciar Hotel,Ushuaia,4,155,Argentina,Av. Luis Fernando Martial 2355
Departamentos Ahnen,Ushuaia,1,55,Argentina,Padre Jose Maria Beauvoir 1870
Departamentos Ahnen I,Ushuaia,1,93,Argentina,Don Bosco 267
El Viejo Lobo de Mar,Ushuaia,3,136,Argentina,Gobernador Godoy 98
Familia Piatti,Ushuaia,1,61,Argentina,Bahia Paraiso 812
Finisterris Lodge Relax And Spa Ushuaia,Ushuaia,5,460,Argentina,Monte Susana Ladera Estes
Fueguino Hotel Patagonico,Ushuaia,4,149,Argentina,Gobernador Deloqui 1282/Aime Painé 1665 6 Of 6
Hostal Bahia El Torito,Ushuaia,1,99999,Argentina,Margen Sur Lago Fagnano Bahía Torito (Acceso Nautico) Por Ruta 119
Hostal De La Laguna,Ushuaia,1.5,40,Argentina,Las Lajas 1247
Hostal Del Bosque Apart Hotel,Ushuaia,3,88,Argentina,Avenida Magallanes 709
Hostal del Monte Ushuaia,Ushuaia,2,99999,Argentina,Ricardo Rosales 305
Hosteria Ailen Ushuaia,Ushuaia,2,63,Argentina,Leandro N. Alem 3981
Hosteria America,Ushuaia,3,83,Argentina,Gobernador Paz 1665
Hosteria Bella Vista,Ushuaia,3,62,Argentina,Cabo De Hornos 4018
Hosteria Chalp,Ushuaia,2.5,81,Argentina,Avenida Alem 1839
Hosteria del Recodo,Ushuaia,3,49,Argentina,Calle del Recodo 2361
Hosteria Foike,Ushuaia,2,98,Argentina,CAMPOS 1554
Hosteria Las Lengas - Tierra del Fuego,Tierra del Fuego,2.5,99999,Chile,Lago Blanco
Hosteria Les Eclaireurs,Ushuaia,3,49,Argentina,Staiyakin 2676
Hosteria Los Fuegos,Ushuaia,3,99999,Argentina,Av. Perito Moreno 4960
Hosteria Los Lagos,Ushuaia,2,95,Argentina,Patagonia 66
Hosteria Mirabeagle,Ushuaia,3,66,Argentina,De Los Nires No. 3220
Hosteria Patagonia Jarke,Ushuaia,3,130,Argentina,Av. Gobernador Paz 1305
Hosteria Rosa De Los Vientos Ushuaia,Ushuaia,3,67,Argentina,Roca 533
Hosteria Sloggett,Ushuaia,3,99,Argentina,Gdor. Campos 1310
Hosteria Ushuaia Green House,Ushuaia,3,99999,Argentina,Av De Los Aires S/n Barrio El Recodo
Hosteria Valle Frio,Ushuaia,3,76,Argentina,Hipólito Bouchard 310
Hotel Austral Ushuaia,Ushuaia,2,99999,Argentina,9 De Julio 250
Hotel Campanilla Ushuaia,Ushuaia,2,83,Argentina,Urb El Recodo 825
Hotel Cap Polonio,Ushuaia,3,177,Argentina,San Martín 746
Hotel Capri Ushuaia,Ushuaia,2,81,Argentina,San Martin 720
Hotel Las Lengas,Ushuaia,3,137,Argentina,GOLETA FLORENCIA 1722
Hotel Los Nires,Ushuaia,3,89,Argentina,Av. de Los Nires 3040
Hotel Los Yamanas,Ushuaia,2,99999,Argentina,Costa De Los Yamanas 3038
Hotel Monaco,Ushuaia,2,121,Argentina,San Martin 1355
Kauyeken Hotel Ushuaia,Ushuaia,3,73,Argentina,Ruta Nacional Nro. 3 km 3028
La Casa De Alba,Ushuaia,1,53,Argentina,Belakaimain 247
La Posada del Fin del Mundo,Ushuaia,1,62,Argentina,Rivadavia 610
La Posta Hostel,Ushuaia,1,20,Argentina,Peron Sur 864
Las Hayas Resort Hotel,Ushuaia,5,209,Argentina,Luis Martial 1650 Martial 1650
Las Rocios Hotel Ushuaia,Ushuaia,2,77,Argentina,Primer Argentino 250
Lennox Hotel,Ushuaia,4,149,Argentina,San Martin 776
Los Acebos,Ushuaia,4,97,Argentina,Luis F. Martial 1911 Camino Al Glaciar Martial
Los Cauquenes Resort & Spa,Ushuaia,5,233,Argentina,De La Ermita 3462
Los Naranjos Hotel Ushuaia,Ushuaia,3,92,Argentina,San Martín 1446
Mysten Kepen B&B,Ushuaia,1,81,Argentina,Rivadavia 826
Patagonia Pais,Ushuaia,1.5,17,Argentina,Alem 152
Patagonia Sur Aparthotel,Ushuaia,2,95,Argentina,Avenida Hipolito Yrigoyen 2031
Patagonia Villa Lodge Ushuaia,Ushuaia,3,105,Argentina,Bahia Buen Suceso 563
Posada Del Pinguino,Ushuaia,1,130,Argentina,Gobernador Deloqui 648
Posada Fueguina,Ushuaia,3,123,Argentina,Laserre 438
Residencia Linares,Ushuaia,2,99999,Argentina,Deloqui 1522
Tango B&B Ushuaia,Ushuaia,3,94,Argentina,Gobernador Valdez 950
Terrazas del Beagle,Ushuaia,3,64,Argentina,Del Tolkeyen 1190
The House Inn Ushuaia,Ushuaia,2,78,Argentina,Gobernador Paz 1410
Tierra de Leyendas,Ushuaia,3,170,Argentina,Calle Tierra de Vientos 2448
Tolkeyen Hotel,Ushuaia,4,99999,Argentina,Del Tolkeyen 2145
Via Rondine,Ushuaia,3,54,Argentina,Hipolito Irigoyen 797
Villa Brescia Hotel,Ushuaia,3,101,Argentina,San Martín Nº 1299
Hosteria Kaiken,Tolhuin,2.5,99999,Argentina,Ruta Nacional 3 Km. 2958
Aldea Tierra Del Fuego,Puerto Yartou,3,99999,Chile,Ruta Y 897 Km 60
Barlovento Hotel,Porvenir,4,99999,Chile,John Williams Pasaje 1 N 2
Cabanas Altos De Baquedano,Porvenir,2,99999,Chile,Santa Maria 644
Cabañas Ariskaiken,Punta Arenas,2,69,Chile,Maipú 1060 6200000
Cabo de Hornos Hotel,Punta Arenas,4,115,Chile,Plaza Munoz Gamero 1025
Chalet Chapital Hotel,Punta Arenas,3,89,Chile,Armando Sanhueza 974
Diego de Almagro Punta Arenas,Punta Arenas,4,147,Chile,Colon 1290
Estancia Rio De Los Ciervos,Punta Arenas,3,99999,Chile,Km. 5 1/2 Sur
Hostal Ainil,Punta Arenas,2,57,Chile,Lautaro Navarro 230
Hostal B&B,Punta Arenas,2.5,62,Chile,Ohiggins 693
Hostal El Mirador,Punta Arenas,2,50,Chile,Presidente Manuel Balmeceda 648
Hostal Kloketen,Punta Arenas,1,39,Chile,Zenteno 626
Hotel Best Western Finis Terrae,Punta Arenas,4,114,Chile,Avenida Colon 766
Hotel Carpa Manzano,Punta Arenas,3,99999,Chile,Lautaro Navarro 336
Hotel del Estrecho,Punta Arenas,5,171,Chile,O Higgins 1235
Hotel Isla Rey Jorge,Punta Arenas,4,99999,Chile,21 De Mayo 1243
Hotel Los Navegantes,Punta Arenas,3,94,Chile,Jose Menendez 647
Hotel Rey Don Felipe,Punta Arenas,4,119,Chile,Armando Sanhueza 965
Jose Nogueira,Punta Arenas,4,99999,Chile,Bories 959
Patagonia Pionera Hotel,Punta Arenas,3,129,Chile,Arauco 786
Plaza Hotel Punta Arenas,Punta Arenas,3,85,Chile,Jose Nogueira 1116
Shepherd Inn,Punta Arenas,2,54,Chile,Vicente Reyes 757
Sociedad De Turismo Rio Serrano,Punta Arenas,3,99999,Chile,Ignacio Carrera Pinto 710
Tierra Del Fuego,Punta Arenas,3,171,Chile,Av. Colon 716
Grande Hotel,Rio Grande (Argentina),5,99999,Argentina,Federico Echelaine 251
Hosteria Mirador Del Payne,Torres del Paine,2,99999,Chile,Estancia Lazo Without Nro
Lago Grey Hosteria And Navegacion,Torres del Paine,3,207,Chile,Sector Lago Grey S/N
Alberto Agostini,Puerto Natales,3,99999,Chile,OHiggins 632
Alcazar Hotel Puerto Natales,Puerto Natales,3,53,Chile,Manuel Balmaceda 722
Altiplanico Sur,Puerto Natales,4,99999,Chile,Huerto Familiar 282
Aquaterra,Puerto Natales,3,99999,Chile,Bulnes 299
Backpackers Arkya,Puerto Natales,1,11,Chile,Arturo Prat 367
Bories House,Puerto Natales,3,91,Chile,Puerto Bories 13
Casa Lucy,Puerto Natales,1,74,Chile,Miraflores 969
Charles Darwin Hotel,Puerto Natales,3,69,Chile,Manuel Bulnes 90
Explora Patagonia,Torres del Paine,5,99999,Chile,Sector Salto Chico SN Torres del Paine Natl Pk
Hostal Amerindia Patagonia,Puerto Natales,1,49,Chile,Barros Arana 135
Hostal Arkya,Puerto Natales,1,54,Chile,Manuel Bulnes 1494
Hostal Coloane,Puerto Natales,1,49,Chile,Ignacio carrera pinto 596
Hostal Francis Drake,Puerto Natales,2.5,57,Chile,Phillipi 383
Hostal Reymar,Puerto Natales,3,57,Chile,Baquedano 414
Hosteria Pehoe,Torres del Paine,1,99999,Chile,Parque Nacional Torres del Paine
Hotel Cabanas del Paine,Torres del Paine,3,144,Chile,Lote 17 Sector Rio Serrano
Hotel Costaustralis,Puerto Natales,4,130,Chile,Pedro Montt 262
Hotel Glaciares,Puerto Natales,3,99999,Chile,Eberhard 104
Hotel If Patagonia,Puerto Natales,3,119,Chile,Magallanes 73
Hotel Juan Ladrilleros,Puerto Natales,3,99999,Chile,Pedro Montt street 161 Puerto Natales
Hotel Martin Gusinde,Puerto Natales,3,67,Chile,Carlos Borias 278
Hotel Posada 3 Pasos,Puerto Natales,3,148,Chile,Km 38 Ruta 9 Norte Torres Del Payne
Hotel Temauken,Puerto Natales,3,149,Chile,Ovejero 1123
Indigo Hotel & Spa,Puerto Natales,4,163,Chile,Ladrilleros 105
Kau Lodge,Puerto Natales,3,99,Chile,Pedro Montt 161
Keoken Bed & Breakfast Puerto Natales,Puerto Natales,4,125,Chile,Señoret 267
Patagonia Bed and Breakfast Puerto Natales,Puerto Natales,3,116,Chile,Prolongacion Avenida España Huerto N 82
Refugio Esmeralda,Puerto Natales,1,29,Chile,Esmeralda 588
Remota Hotel Puerto Natales,Puerto Natales,4,733,Chile,Borde mar 15
Residencial Carlitos,Puerto Natales,2.5,51,Chile,Chorrillos 1005
Rio Serrano Hotel,Torres del Paine,4,99999,Chile,Torres Del Paine
Saltos Del Paine Hotel Puerto Natales,Puerto Natales,3,99999,Chile,Manuel Bulnes 156
The Singing Lamb,Puerto Natales,1,19,Chile,Arauco 779
The Singular Patagonia,Puerto Natales,5,502,Chile,Km 5 Norte Puerto Bories
Tin House Patagonia,Puerto Natales,2.5,45,Chile,Miraflores 616
Weskar Patagonian Lodge,Puerto Natales,4,109,Chile,Huerto # 274 B
Yaganhouse,Puerto Natales,1,49,Chile,Ohiggins 584
Costa Rio Apart Hotel,Rio Gallegos,3,99999,Argentina,San Martín 673
Hotel Patagonia Rio Gallegos,Rio Gallegos,4,99999,Argentina,Fagnano Nº 54
Hotel Santa Cruz Rio Gallegos,Rio Gallegos,3,99999,Argentina,Av. Roca 701
Alto Calafate Hotel Patagonico El Calafate,El Calafate,4,125,Argentina,Ruta Prov N 11
Amancay Hostal,El Calafate,1,43,Argentina,Gobernador Gregores 1457
America del Sur Hostel El Calafate,El Calafate,3,14,Argentina,PUERTO DESEADO 153
Aonikenk Bed & Breakfast,El Calafate,1.5,99999,Argentina,Padre Agostini 27
Apart Chalten,El Calafate,1.5,101,Argentina,Av. Libertador 924
APART HOTEL LIBERTADOR,El Calafate,3,70,Argentina,Avenida Libertador 1150
Best Western Ecovista Hotel El Calafate,El Calafate,3,99999,Argentina,Avendia Jorge Newbery 439
Blanca Patagonia,El Calafate,3,94,Argentina,P N Los Glaciares 149
Cabanas Balcones De Los Andes,El Calafate,2,99999,Argentina,Maximo Villalba 547
Cabanas De Nene Aparts,El Calafate,3,113,Argentina,Calle 303 Nr 171
Calafate Parque Hotel El Calafate,El Calafate,4,115,Argentina,Gobernador Gregores y 7 de Diciembre
Casa Azul Familia Patagonica,El Calafate,1,54,Argentina,Calle 84 N 3056
Cauquenes de Nimez,El Calafate,3,62,Argentina,Calle 303 N 79
Che Lagarto Hostel Calafate,El Calafate,2,38,Argentina,Calle 25 de Mayo Nro. 311
Design Suites Calafate,El Calafate,4,101,Argentina,Calle 94 Numero 190
Ecocamp Patagonia,Torres del Paine,3,162,Chile,Parque Nacional Torres del Paine
Edenia Punta Soberana Hotel,El Calafate,4,80,Argentina,Manzana 642
El Calafate Apart,El Calafate,2,119,Argentina,Rene Favaloro 3460
El Galpon del Glaciar,El Calafate,3,162,Argentina,Ruta 11 Km 22
El Jardin De Los Presentes Apart,El Calafate,1,69,Argentina,Guido Bonarelli 70
El Puente Aparts,El Calafate,1.5,46,Argentina,Av. Del Libertador 647
EOLO Patagonias Spirit Hotel El Calafate,El Calafate,5,603,Argentina,Prov. Road 11 Km 23
Esplendor El Calafate,El Calafate,4,102,Argentina,Juan Domingo Peron 1143
Estancia Nibepo Aike,El Calafate,3,235,Argentina,Parque Nacional Los Glaciares
Frai Toluca,El Calafate,2.5,99999,Argentina,Av. Percin 1016 El Calafate
Hostel Buenos Aires,El Calafate,1.5,13,Argentina,Buenos Aires 296
Hostel International Point,El Calafate,3,15,Argentina,Av. Peron 1016
Hosteria Alto Verde,El Calafate,3,73,Argentina,Antonio Zupic 138
Hosteria Austral,El Calafate,2,54,Argentina,San Juan Bosco 917
Hosteria Glaciares de la Patagonia,El Calafate,3,56,Argentina,Calle Los Antiguos 194
Hosteria Hainen,El Calafate,3,62,Argentina,Puerto Deseado 118
Hosteria Kalken,El Calafate,3,99999,Argentina,Calle Teniente Valentin Feilberg N° 119
Hosteria Kau Kaleshen,El Calafate,2,89,Argentina,Gdor. Gregores 1256
Hosteria Kelta,El Calafate,3,59,Argentina,Francisco M Pontoriero 109
Hosteria Koi Aiken,El Calafate,3,69,Argentina,Calle 102 N. 3534 Calafate Argentina
Hosteria La Estepa,El Calafate,2.5,78,Argentina,Av. del Libertador General San Martin 5310
Hosteria Lago Tyndall,Torres del Paine,3,99999,Chile,SECTOR RIO SERRANO S/N
Hosteria Las Dunas,El Calafate,3,65,Argentina,CALLE 200 751 Calafate
Hosteria Los Barrancos,El Calafate,3,70,Argentina,Villa Parque Los Glaciares
Hosteria Los Canelos,El Calafate,3,59,Argentina,Puerto San Julian 149
Hosteria los Hielos,El Calafate,4,86,Argentina,Rene Favaloro 3698
Hosteria Los Notros El Calafate,El Calafate,4,837,Argentina,Glaciar Perito Moreno Calafate
Hosteria Lupama El Calafate,El Calafate,3,62,Argentina,Calle 992 n° 19
Hosteria Meulen,El Calafate,3,61,Argentina,Calle 202 y 92
Hosteria Posta Sur,El Calafate,3,62,Argentina,Puerto San Julian 490
Hosteria Puerto San Julian,El Calafate,3,53,Argentina,PUERTO SAN JULIAN 310
Hosteria Rukahue,El Calafate,2,83,Argentina,Glaciar Murallón 77
Hostería Schilling,El Calafate,2,52,Argentina,Gobernador Paradelo 141
Hosteria Sir Thomas,El Calafate,1,53,Argentina,Espora 257
Hosteria Vientos Del Sur El Calafate,El Calafate,3,59,Argentina,Rio Santa Cruz 2317
Hotel Ariel,El Calafate,1,73,Argentina,Avenida Libertador 1693
Hotel Bahia Redonda,El Calafate,3,90,Argentina,Calle 15 148
Hotel El Mirador del Lago,El Calafate,4,98,Argentina,Avenida Del Libertador 2047
Hotel Kosten Aike,El Calafate,4,136,Argentina,Gobernador Moyano 1243
Hotel Los Lagos,El Calafate,1,63,Argentina,25 de Mayo 220
Hotel Rincon Del Calafate,El Calafate,3,59,Argentina,Calle 700 Nro 273
Howard Johnson Hotel Cerro Calafate,El Calafate,2,86,Argentina,Villa Parque Los Glaciares
Imago Hotel & Spa El Calafate,El Calafate,4,151,Argentina,Calle 669 No. 40
Kau Yatun,El Calafate,4,127,Argentina,Estancia 25 de Mayo
Koi-Mahik Hotel El Calafate,El Calafate,3,50,Argentina,Capitan Soto 3867
Konke Hotel & Sabores,El Calafate,3,67,Argentina,Cambaceres 392
La Cantera Boutique Hotel El Calafate,El Calafate,4,61,Argentina,306th Street 173
Lar Aike Hotel,El Calafate,3,78,Argentina,Avenida Libertador 2681
Las Avutardas Hosteria,El Calafate,1,64,Argentina,Av Del Libertador 1737
Las Torres Patagonia,Torres del Paine,4,99999,Chile,Estancia Cerro Paine
Linda Vista Apart Hotel El Calafate,El Calafate,3,85,Argentina,Avenida Padre Agostini 71
Los Fresnos Hosteria El Calafate,El Calafate,3,61,Argentina,De Los Fresnos 3327
Los Ponchos Apart Boutique,El Calafate,3,98,Argentina,Los Alamos 3321 - Manantiales
Los Sauces Casa Patagonica,El Calafate,5,212,Argentina,Los Gauchos 1352/ 70
Marcopolo Inn El Calafate,El Calafate,2,19,Argentina,Calle 405 No. 82
Marcopolo Suites Calafate,El Calafate,3,45,Argentina,Avenida Jorge Newbery 439
Michelangelo Hotel,El Calafate,3,88,Argentina,Gobernador Moyano 1020
Miyazato Inn,El Calafate,1,99999,Argentina,Egidio Feruglio 150
Paraiso Patagonico Cabanas El Calafate,El Calafate,3,99999,Argentina,Calle 1015 N° 82 - Villa Parque Los Glaciares
Patagonia Park Plaza Unique Hotel,El Calafate,4,76,Argentina,Calle 998 Numero 50
Patagonia Queen,El Calafate,3,133,Argentina,Av Padre Agostini 49
Patagonia Rebelde,El Calafate,3,91,Argentina,José Haro 442
Picos Del Sur,El Calafate,3,57,Argentina,Puerto San Julian 271
Posada Karut Josh,El Calafate,2,65,Argentina,Calle 12 Nr. 1887
Posada Los Alamos,El Calafate,5,129,Argentina,Ing. Hector M. Guatti 1350
Posada Nakel Yenu El Calafate,El Calafate,2,99999,Argentina,Calle Pto. San Julián nº 244
Posada Newenkelen,El Calafate,2,57,Argentina,Puerto Deseado 223
Quijote Hotel,El Calafate,3,98,Argentina,GOBERNADOR GREGORES 1155
RH Rochester Calafate,El Calafate,4,75,Argentina,Avenue Libertador 3614
Rincon de Los Suenos,El Calafate,4,62,Argentina,Jorge Newbery 367
Roble Sur,El Calafate,3,102,Argentina,Glaciar Río Túnel 210 Villa Parque los Glacieres
Santa Monica Aparts,El Calafate,3,87,Argentina,Josefa Freile 42
Shehuen Hotel,El Calafate,3,72,Argentina,Rio Santa Cruz 2340
Sierra Nevada Hotel El Calafate,El Calafate,3,88,Argentina,Av. del Libertador 1888
Solares Del Sur,El Calafate,3,60,Argentina,De los Fresnos 3362
Tehuel Plaza Hotel El Calafate,El Calafate,4,83,Argentina,Calle 202 N° 597
Terraza Coirones Hotel Boutique,El Calafate,3,67,Argentina,Calle 92 No. 65
Terrazas del Calafate Hotel,El Calafate,4,69,Argentina,Calle De Los Alamos 2709
Tierra Patagonia,Torres del Paine,5,1184,Chile,On the edge of Torres del Paine National Park Southern Patagonia
Xelena Deluxe Suites Hotel,El Calafate,5,155,Argentina,René Favaloro 3548
Estancia La Estela,Charles Fuhr,1,99999,Argentina,Ruta Nac. 40 y Paso del Río La Leona Lago Viedma
Albergue Lo De Trivi,El Chalten,2,17,Argentina,Av. San martin 675
Aoni Yenu,El Chalten,3,296,Argentina,Ruta 23 Km 17 Camino Lago Del Desierto
Ayres del Fitz,El Chalten,3,68,Argentina,Ricardo Arbilla 124
Cabanas Cerro Torre,El Chalten,1.5,99999,Argentina,Halvorsen 110
Cabanas Rivendel,El Chalten,1,88,Argentina,Av. San Martin 640
Complejo Turistico Lo De Tomy,El Chalten,3,148,Argentina,San Martin 480
Condor de los Andes,El Chalten,2,80,Argentina,Av. Rio De Las Vueltas S/N
Estancia La Quinta,El Chalten,4,98,Argentina,Ruta 23 - Lote 181
Helsingfors Hosteria,El Chalten,1.5,603,Argentina,Lago Viedma - Parque Nacional Los Glaciares - A 180 km. al sudoeste de
Hosteria Fitz Roy Inn,El Chalten,2,95,Argentina,Av. San Martin 451
Hosteria Infinito Sur,El Chalten,3,71,Argentina,Riquelme 208
Hosteria Kau Si Aike,El Chalten,3,99999,Argentina,Av. Lago del Desierto 365
Hosteria Kaulem,El Chalten,2,185,Argentina,Antonio Rojo y Comandante Arrua
Hosteria Senderos,El Chalten,3,144,Argentina,Perito Moreno 35
Hotel Destino Sur,El Chalten,4,143,Argentina,Lionel Terray 370
Hotel Glaciar Marconi,El Chalten,1.5,10,Argentina,Antonio Rojo 87
Hotel Lunajuim,El Chalten,3,94,Argentina,Trevisan 45
Hotel Poincenot,El Chalten,3,106,Argentina,Av San Martin 668
Inlandsis Guesthouse,El Chalten,1,59,Argentina,Lago del Desierto 480
Kalenshen,El Chalten,3,114,Argentina,Lionel Terray 50
La Aldea Hotel El Chalten,El Chalten,3,66,Argentina,Avenida Guemes 95
La Guanaca,El Chalten,2,89,Argentina,Avenida Antonio Rojo y Eiquelme
Los Cerros,El Chalten,4,288,Argentina,San Martin 260
Parador y Hotel de Campo La Leona,El Chalten,1,78,Argentina,Ruta 40 y Paso del Rio La Leona
Posada El Barranco,El Chalten,2,75,Argentina,Calle2 Nº 45
Pudu Lodge,El Chalten,3,93,Argentina,Las Loicas 97 El Chaltén
Rancho Grande Hostel,El Chalten,2,65,Argentina,Av San Martin 724
Thiamalu,El Chalten,1,99999,Argentina,Av. Lago Del Desierto 99
El Mirador De Guadal,Puerto Guadal,3,99999,Chile,Camino A Chile Chico Km 2
Hacienda Tres Lagos Hotel Puerto Guadal,Puerto Guadal,4,99999,Chile,Carretera Austral km 274
Mallin Colorado Ecolodge,Puerto Guadal,4,99999,Chile,Carretera Austral Sur km. 273
Hosteria Posada del Rio,Chile Chico,3,87,Chile,Cam. Internacional Chile-argentina Km. 5
45 on Avenal,Invercargill,3,97,New Zealand,45 Avenal Street
Ascot Park Hotel,Invercargill,4,80,New Zealand,Corner of Tay Street & Racecourse Road
Ashlar Motel Invercargill,Invercargill,4,99999,New Zealand,81 Queens Drive
Asure Evergreen Motel,Invercargill,3,94,New Zealand,217 North Road
Balmoral Lodge Motel,Invercargill,4,96,New Zealand,265 Tay Street
Bavarian Motel,Invercargill,4,101,New Zealand,444 North Road Waikiwi
Bay Motel Stewart Island,Stewart Island,4,134,New Zealand,9 Dundee Street
Bella Vista Motel Invercargill,Invercargill,4,77,New Zealand,240 Tay Street
Best Western Townsman Motor Lodge,Invercargill,4,97,New Zealand,195 Tay Street
Birchwood Manor Motel,Invercargill,5,102,New Zealand,189 Tay St
